,Unnamed: 0,label,text-rel,label_num,tokens,text-neigh,token,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
102,102,ActionName,The dropper write the CozyDuke components to the specified location,1,passes,will then proceed to write the CozyDuke components to,passes,dropper write cozyduk compon specifi locat,proceed write cozyduk compon,"['dropper', 'write', 'cozyduk', 'compon', 'specifi', 'locat']","['proceed', 'write', 'cozyduk', 'compon']"
103,103,ActionName,The dropper copy the system file rundll32.exe to the install location for CozyDuke,1,injects,The dropper will additionally copy the system file rundll32.exe,injects,dropper copi system file rundll32.ex instal locat cozyduk,dropper addit copi system file rundll32.ex,"['dropper', 'copi', 'system', 'file', 'rundll32.ex', 'instal', 'locat', 'cozyduk']","['dropper', 'addit', 'copi', 'system', 'file', 'rundll32.ex']"
104,104,ActionName,These tasks involve the execution of modules or executables providing additional functionality,1,function,tasks. These tasks usually involve the execution of modules,function,task involv execut modul execut provid addit function,tasks. task usual involv execut modul,"['task', 'involv', 'execut', 'modul', 'execut', 'provid', 'addit', 'function']","['tasks.', 'task', 'usual', 'involv', 'execut', 'modul']"
105,105,ActionName,CozyDuke PE executable files write to disk,1,detects,files that CozyDuke will write to disk and execute,detects,cozyduk pe execut file write disk,file cozyduk write disk execut,"['cozyduk', 'pe', 'execut', 'file', 'write', 'disk']","['file', 'cozyduk', 'write', 'disk', 'execut']"
106,106,ActionName,CozyDuke PE executable files execute on the infected host,1,inject,write to disk and execute on the infected host.,inject,cozyduk pe execut file execut infect host,write disk execut infect host.,"['cozyduk', 'pe', 'execut', 'file', 'execut', 'infect', 'host']","['write', 'disk', 'execut', 'infect', 'host.']"
107,107,ActionName,execute file,1,start,"execute commands via PowerShell, execute a direct command or",start,execut file,execut command via powershel execut direct command,"['execut', 'file']","['execut', 'command', 'via', 'powershel', 'execut', 'direct', 'command']"
108,108,ActionName,save an executable to disk,1,start,"command or file, or save an executable to disk",start,save execut disk,command file save execut disk,"['save', 'execut', 'disk']","['command', 'file', 'save', 'execut', 'disk']"
109,109,ActionName,execute it,1,sending,"executable to disk and execute it. In several cases,",sending,execut,execut disk execut it. sever case,['execut'],"['execut', 'disk', 'execut', 'it.', 'sever', 'case']"
110,110,ActionName,This exploit copied a fully functional version of Chrome into the Java cache directory,1,is delegated,Java exploit. This exploit copied a fully functional version,is delegated,thi exploit copi fulli function version chrome java cach directori,java exploit. thi exploit copi fulli function version,"['thi', 'exploit', 'copi', 'fulli', 'function', 'version', 'chrome', 'java', 'cach', 'directori']","['java', 'exploit.', 'thi', 'exploit', 'copi', 'fulli', 'function', 'version']"
111,111,ActionName,being written the ransom note to on disk an infected machine,1,start,see the ransom note being written to disk on an,start,written ransom note disk infect machin,see ransom note written disk,"['written', 'ransom', 'note', 'disk', 'infect', 'machin']","['see', 'ransom', 'note', 'written', 'disk']"
112,112,ActionName,ransomware PCs locks,1,bypassing,such as ransomware that locks PCs or financial Trojans,bypassing,ransomwar pc lock,ransomwar lock pc financi trojan,"['ransomwar', 'pc', 'lock']","['ransomwar', 'lock', 'pc', 'financi', 'trojan']"
113,113,ActionName,an attacking group overwrote programmable logic controllers (PLCs) with an empty program module,1,‘legitimise’,tanker loading machinery and overwrote programmable logic controllers (PLCs),‘legitimise’,attack group overwrot programm logic control plc empti program modul,tanker load machineri overwrot programm logic control plc,"['attack', 'group', 'overwrot', 'programm', 'logic', 'control', 'plc', 'empti', 'program', 'modul']","['tanker', 'load', 'machineri', 'overwrot', 'programm', 'logic', 'control', 'plc']"
114,114,ActionName,the malware delete itself from after it three successful propagations,1,is spawned,own files and even delete itself from it after,is spawned,malwar delet three success propag,file even delet,"['malwar', 'delet', 'three', 'success', 'propag']","['file', 'even', 'delet']"
115,115,ActionName,The dropper component creating all the required files on the system,1,listen,component is responsible for creating all the required files,listen,dropper compon creat requir file system,compon respons creat requir file,"['dropper', 'compon', 'creat', 'requir', 'file', 'system']","['compon', 'respons', 'creat', 'requir', 'file']"
116,116,ActionName,It execute itself remotely if successfully copied,1,perform,accessible network shares and execute itself remotely if successfully,perform,execut remot success copi,access network share execut remot success,"['execut', 'remot', 'success', 'copi']","['access', 'network', 'share', 'execut', 'remot', 'success']"
117,117,ActionName,The malware overwriting them with a JPEG image or 192KB blocks of random data,1,perform,file names and starts overwriting them with a JPEG,perform,malwar overwrit jpeg imag 192kb block random data,file name start overwrit jpeg,"['malwar', 'overwrit', 'jpeg', 'imag', '192kb', 'block', 'random', 'data']","['file', 'name', 'start', 'overwrit', 'jpeg']"
118,118,ActionName,is copied the valuable information,1,ask,where the valuable information is copied and sent back to,ask,copi valuabl inform,valuabl inform copi sent back,"['copi', 'valuabl', 'inform']","['valuabl', 'inform', 'copi', 'sent', 'back']"
119,119,ActionName,The malware deletes all files on a computer,1,saving,energy sector. The malware deletes all files Page Targeted,saving,malwar delet file comput,energi sector. malwar delet file page target,"['malwar', 'delet', 'file', 'comput']","['energi', 'sector.', 'malwar', 'delet', 'file', 'page', 'target']"
120,120,ActionName,scan for deleted files on an infected computer,1,copy,utilization. It can also scan for deleted files on,copy,scan delet file infect comput,utilization. also scan delet file,"['scan', 'delet', 'file', 'infect', 'comput']","['utilization.', 'also', 'scan', 'delet', 'file']"
121,121,ActionName,The initial stages involve the installation and configuration of the threat’s internal services,1,delete,architecture. The initial stages involve the installation and configuration,delete,initi stage involv instal configur threat intern servic,architecture. initi stage involv instal configur,"['initi', 'stage', 'involv', 'instal', 'configur', 'threat', 'intern', 'servic']","['architecture.', 'initi', 'stage', 'involv', 'instal', 'configur']"
122,122,ActionName,it Stage 1 execute,1,save,it will install and execute Stage 1. It’s likely,save,stage execut,instal execut stage 1. like,"['stage', 'execut']","['instal', 'execut', 'stage', '1.', 'like']"
123,123,ActionName,the attackers who operated Regin cleaned up compromised computers,1,keep,attackers who operated Regin cleaned up compromised computers once they,keep,attack oper regin clean compromis comput,attack oper regin clean compromis comput onc,"['attack', 'oper', 'regin', 'clean', 'compromis', 'comput']","['attack', 'oper', 'regin', 'clean', 'compromis', 'comput', 'onc']"
124,124,ActionName,Regin logs to data the ApplicationLog.dat file,1,overcome,04h BYTEsectsize-4 Data Regin logs data to the ApplicationLog.dat,overcome,regin log data  dat-file file,04h bytesectsize-4 data regin log data  dat-file,"['regin', 'log', 'data', 'dat-file', 'file']","['04h', 'bytesectsize-4', 'data', 'regin', 'log', 'data', 'dat-file']"
125,125,ActionName,a file execute the data,1,write,pipes or sockets and execute the data. The recovered,write,file execut data,pipe socket execut data. recov,"['file', 'execut', 'data']","['pipe', 'socket', 'execut', 'data.', 'recov']"
126,126,ActionName,Stage 1 looks for the last partition (in terms of physical location) on disk,1,write,"extended attribute, Stage 1 looks for the last partition",write,stage look last partit term physic locat disk,extend attribut stage look last partit,"['stage', 'look', 'last', 'partit', 'term', 'physic', 'locat', 'disk']","['extend', 'attribut', 'stage', 'look', 'last', 'partit']"
127,127,ActionName,Stage 1 searches for in the payload the raw sectors in this area of the disk,1,send,location) on disk and searches for the payload in,send,stage search payload raw sector thi area disk,locat disk search payload,"['stage', 'search', 'payload', 'raw', 'sector', 'thi', 'area', 'disk']","['locat', 'disk', 'search', 'payload']"
128,128,ActionName,"the module delete some other, prob- ably older, components which might be present on the system",1,calls,"the module attempts to delete some other, prob- ably",calls,modul delet prob- abli older compon might present system,modul attempt delet prob- abli,"['modul', 'delet', 'prob-', 'abli', 'older', 'compon', 'might', 'present', 'system']","['modul', 'attempt', 'delet', 'prob-', 'abli']"
129,129,ActionName,check if current directory has a file named «U»,1,communicates,is step is to check if current directory has,communicates,check current directori ha file name «u»,step check current directori ha,"['check', 'current', 'directori', 'ha', 'file', 'name', '«u»']","['step', 'check', 'current', 'directori', 'ha']"
130,130,ActionName,the module wipes the file,1,write,"180 days, the module wipes TLP: Green For any",write,modul wipe file,180 day modul wipe tlp: green ani,"['modul', 'wipe', 'file']","['180', 'day', 'modul', 'wipe', 'tlp:', 'green', 'ani']"
131,131,ActionName,saved it to in a disk a file named «ctfmon.exe»,1,opens,byte value 0x55 and saved to a disk in,opens,save disk file name  exe-file,byte valu 0x55 save disk,"['save', 'disk', 'file', 'name', 'exe-file']","['byte', 'valu', '0x55', 'save', 'disk']"
132,132,ActionName,WinRar SFX file starts the module from %APPDATA%\Microsoft\Display\DmaUp3. exe,1,are hard-coded,file that drops and starts the module from %APPDATA%\Microsoft\Display\DmaUp3.,are hard-coded,winrar sfx file start modul hash-code exe,file drop start modul hash-code,"['winrar', 'sfx', 'file', 'start', 'modul', 'hash-code', 'exe']","['file', 'drop', 'start', 'modul', 'hash-code']"
133,133,ActionName,the malware executes some kind of embedded script,1,provide,local system the malware executes some kind of embedded,provide,malwar execut kind embed script,local system malwar execut kind embed,"['malwar', 'execut', 'kind', 'embed', 'script']","['local', 'system', 'malwar', 'execut', 'kind', 'embed']"
134,134,ActionName,the downloaded file ex- ecutes it,1,allowing,7786570139f78e78bc940597) to %APPDATA%\MICROSOFT\DISPLAY and executes it. This component is,allowing,download file ex- ecut,execut it. thi compon,"['download', 'file', 'ex-', 'ecut']","['execut', 'it.', 'thi', 'compon']"
135,135,ActionName,The igfxext.exe component run,1,performed,dropped to disk and run It spawns an- other,performed,igfxext.ex compon run,drop disk run spawn an-,"['igfxext.ex', 'compon', 'run']","['drop', 'disk', 'run', 'spawn', 'an-']"
136,136,ActionName,The running process overwrites the igfxext.exe image in with the suspended process this smaller chunk of code,1,update,0xbb. The running process overwrites the igfxext.exe image in,update,run process overwrit igfxext.ex imag suspend process thi smaller chunk code,0xbb. run process overwrit igfxext.ex imag,"['run', 'process', 'overwrit', 'igfxext.ex', 'imag', 'suspend', 'process', 'thi', 'smaller', 'chunk', 'code']","['0xbb.', 'run', 'process', 'overwrit', 'igfxext.ex', 'imag']"
