,text-rel,token,ActionName,Capability
462,a malware attack infecting the employees’ computers,infecting,-,infection_propagation
463,a malware attack giving total control of their systems,giving,-,other
464,GCHQ steal data,steal,-,other
465,The implants conduct surveillance of internal Belgacom company communications,conduct,-,other
466,The implants gather data,gather,-,other
467,malware avoid detection,avoid,-,other
468,malware frustrate analysis,frustrate,-,other
469,The first stage act as loaders for a second stage,act as,Other,infection_propagation
470,this stage Stage 2 loads and executes,loads and executes,Other,infection_propagation
471,The Regin loaders Microsoft drivers are disguised as,are disguised as,Other,other
472,the loaders Microsoft drivers Mimicking,Mimicking,Other,other
473,the loaders disguise their presence on the system,disguise,-,other
474,the loaders appear less suspicious to host intrusion detection systems,appear,-,other
475,it cleans traces of the initial loader,cleans,File,other
476,it loads the next part of the toolkit,loads,File,-
477,it monitors its execution,monitors,-,other
478,Stage 2 On disinfect the compromised device failure,disinfect,File,other
479,"The malware zeroes out its PE (Portable Executable, the Windows executable format) headers in memory",zeroes out,File,other
480,The malware replacing MZ with its own magic marker 0xfedcbafe,replacing,File,other
481,It initializes the core components of the architecture,initializes,File,-
482,It loads the next parts of the malware,loads,File,-
483,a self-defense engine detects attempts to detect the toolkit,detects,-,other
484,These modules encrypted communications,encrypted,-,other
485,These modules include data collectors remote controllers of different kinds,include,-,other
486,These modules include network capture programs,include,-,other
487,These modules include,include,-,other
488,a Regin driver loaded a sample,loaded,File,-
489,it provide stealth functionality for the tool kit,provide,-,other
490,programs access information stored in the computer’s memory,access,File,other
491,was dumped the file from memory,was dumped,File,other
492,the driver zeroes the content,zeroes,File,other
493,the driver avoid leaving traces in pool memory,avoid,-,other
494,The driver check for specific builds of the Windows kernel in use,check for,-,other
495,The driver adapts its behavior,adapts,-,other
496,This Regin driver checks the current IRQL (Interrupt Request Level),checks,-,other
497,the driver remove remaining traces and artifacts,remove,File,other
498,They steal data,steal,-,other
499,their implants send data out of using the network a victim network’s mail server,send,Network,other
500,Several of APT28’s malware samples contain counter- analysis capabilities,contain,-,other
501,runtime checks identify an analysis environment,identify,-,other
502,unpacked obfuscated strings at runtime,unpacked,-,other
503,inclusion of unused machine instructions slow analysis,slow,-,other
504,APT28 uses spearphishing emails to target its victims,uses,-,infection_propagation
505,the threat group crafts its emails to mention specific topics (lures) relevant to recipients,crafts,-,infection_propagation
506,APT28 used lures written in Georgian,used,-,infection_propagation
507,malware disguise its activity as legitimate MIA email traffic,disguise,-,other
508,a weaponized Excel file presented a decoy document containing a list of Georgian driver’s license numbers,presented,-,infection_propagation
509,The backdoor establish a connection to a Georgian MIA mail server,establish,-,other
510,The backdoor MIA email addresses ending with @mia.ge.gov communicate via,communicate,Network,-
511,APT28’s backdoor sent an email message using a subject line related to driver’s licenses (in Georgian),sent,Network,-
512,APT28’s backdoor attached a file containing system reconnaissance information,attached,-,other
513,APT28 obtain data from through the MIA’s network a less-monitored route,obtain,-,other
514,APT28 limiting the MIA network security department’s abilities to detect the traffic,limiting,-,other
515,an APT28 lure used an information technology-themed decoy document that included references to the Windows domain MIA Users\Ortachala… (Figure 1),used,-,infection_propagation
516,APT28 crafted this document to appear legitimate to all MIA system users,crafted,-,infection_propagation
517,The decoy document contains metadata listing MIA as the company name and Beka Nozadze as an author,contains,-,infection_propagation
518,The text of the document purports to provide domain and user group setup information for internal Windows XP and Windows 7 systems,purports,-,infection_propagation
519,APT28 used a lure document,used,-,infection_propagation
520,a lure document installed a SOURFACE downloader,installed,-,other
521,a lure document contained a listing of birthdays for members of a working group between the Georgian MOD and the U.S. defense contractor,contained,-,infection_propagation
522,Another one of APT28’s lures target a specific journalist covering issues in the Caucasus region,target,-,infection_propagation
523,APT28 used a lure that contained a letter addressing a journalist by his first name and claiming to originate from a Chief Coordinator in Reason Magazine’s Caucasian Issues Department - a division that does not appear to exist,used,-,infection_propagation
524,the decoy document installed a SOURFACE backdoor on the victim’s system,installed,-,other
525,APT28 register at least two domains mimicking the domains of legitimate organizations in the Caucasus,register,-,infection_propagation
526,One APT28 domain imitated a key Chechen-focused news website,imitated,-,infection_propagation
527,the other target members of the Armenian military by hosting a fake login page,target,-,infection_propagation
528,APT28 used a lure (Figure 3) about hostilities surrounding a Malaysia Airlines flight downed in Ukraine in a probable attempt to compromise the Polish government,used,-,infection_propagation
529,A SOURFACE sample employed in the same Malaysia Airlines lure,employed,-,other
530,APT28 registered domains similar to those of legitimate Eastern European news sites and governments,registered,-,infection_propagation
